"","X1","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"55791",55791,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ADVISORY STAFF","N",47965,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"55792",55792,"CERTIFIED","ERNST AND YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE  SENIOR","N",48818,2016,"GREENEVILLE, TENNESSEE",NA,NA
"55793",55793,"WITHDRAWN","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE ASSOCIATE","N",46946,2016,"ST. LOUIS, MISSOURI",-90.1994042,38.6270025
"55794",55794,"CERTIFIED","S. YU &AMP; ASSOCIATES, PC","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",49108.8,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"55795",55795,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR","Y",75566,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55796",55796,"WITHDRAWN","S. YU &AMP; ASSOCIATES, PC","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",49108.8,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"55797",55797,"WITHDRAWN","IBM INDIA PRIVATE LIMITED","ACCOUNTANTS AND AUDITORS","DATABASE ADMINISTRATOR","Y",78187,2016,"DENVER, COLORADO",-104.990251,39.7392358
"55798",55798,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR ASSISTANT","N",55370,2016,"FORT LEE, NEW JERSEY",-73.9701381,40.8509333
"55799",55799,"CERTIFIED","RSM US LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE MANAGER","Y",75837,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
"55800",55800,"CERTIFIED","ALTIERRE CORPORATION","ACCOUNTANTS AND AUDITORS","ACCOUNTING MANAGER","Y",75566,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55801",55801,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",42619,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"55802",55802,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR","N",61859,2016,"SAINT LOUIS, MISSOURI",-90.1994042,38.6270025
"55803",55803,"CERTIFIED","ERNST AND YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE SENIOR","N",59093,2016,"MERRIMACK, NEW HAMPSHIRE",-71.4948322,42.8678693
"55804",55804,"CERTIFIED","ALEXANDER THOMPSON ARNOLD, PLLC","ACCOUNTANTS AND AUDITORS","SENIOR ACCOUNTANT","N",40581,2016,"JACKSON, TENNESSEE",-88.8139469,35.6145169
"55805",55805,"CERTIFIED","ITG VOMA CORP","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",38106,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
"55806",55806,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TRANSACTION ADVISORY SERVICES SENIOR","Y",75566,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55807",55807,"CERTIFIED","DELOITTE CONSULTING LLP","ACCOUNTANTS AND AUDITORS","PROJECT ANALYST","N",49109,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"55808",55808,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ADVISORY SENIOR","N",50024,2016,"BLOOMINGTON, ILLINOIS",-88.9936873,40.4842027
"55809",55809,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",58178,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"55810",55810,"CERTIFIED","DELOITTE FINANCIAL ADVISORY SERVICES LLP","ACCOUNTANTS AND AUDITORS","ADVISORY CONSULTANT","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55811",55811,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"55812",55812,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",46883,2016,"WINSTON-SALEM, NORTH CAROLINA",-80.244216,36.0998596
"55813",55813,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55814",55814,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT MANAGER","Y",77106,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"55815",55815,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",46114,2016,"DETROIT, MICHIGAN",-83.0457538,42.331427
"55816",55816,"CERTIFIED","GOLDMAN SACHS BANK USA","ACCOUNTANTS AND AUDITORS","ANALYST","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55817",55817,"CERTIFIED","GRANT THORNTON LLP","ACCOUNTANTS AND AUDITORS","FINANCIAL SERVICES EXPERIENCED ASSOCIATE","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55818",55818,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","ADVISORY MANAGER","Y",74277,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55819",55819,"WITHDRAWN","THONG, YU, WONG AND LEE, LLP","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",47445,2016,"ROSEMEAD, CALIFORNIA",-118.072846,34.0805651
"55820",55820,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",53019,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
"55821",55821,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",47965,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"55822",55822,"CERTIFIED","STANDISH MANAGEMENT, LLC","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",47445,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
"55823",55823,"CERTIFIED-WITHDRAWN","DEUTSCHE BANK NEW YORK BRANCH","ACCOUNTANTS AND AUDITORS","ASSOCIATE","Y",76066,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55824",55824,"CERTIFIED","LINCOLN PROPERTY COMPANY COMMERCIAL, INC.","ACCOUNTANTS AND AUDITORS","PROJECT ACCOUNTANT","Y",71365,2016,"ARLINGTON, VIRGINIA",-77.1067698,38.8799697
"55825",55825,"CERTIFIED","BDO USA, LLP","ACCOUNTANTS AND AUDITORS","CORE TAX SERVICE ASSOCIATE","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55826",55826,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","MANAGER","Y",87838,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"55827",55827,"CERTIFIED","GLOBALFOUNDRIES U.S., INC.","ACCOUNTANTS AND AUDITORS","PRINCIPAL TREASURY ANALYST","Y",71399,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"55828",55828,"CERTIFIED","ADELFIA LLC","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT/AUDITOR","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55829",55829,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",58178,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55830",55830,"CERTIFIED","STANDISH MANAGEMENT, LLC","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",47445,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
"55831",55831,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",53019,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
"55832",55832,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT IN-CHARGE","N",58178,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55833",55833,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",47965,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"55834",55834,"CERTIFIED","WORLD LEARNING","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",43888,2016,"BRATTLEBORO, VERMONT",NA,NA
"55835",55835,"CERTIFIED-WITHDRAWN","SCIP CAPITAL MANAGEMENT LLC","ACCOUNTANTS AND AUDITORS","CONTROLLER","Y",96741,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55836",55836,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55837",55837,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",45822,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"55838",55838,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TRANSACTION ADVISORY SERVICES STAFF","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55839",55839,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR ASSOCIATE","Y",75566,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55840",55840,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE SENIOR ASSOCIATE","Y",71365,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"55841",55841,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE MANAGER","Y",92123,2016,"DENVER, COLORADO",-104.990251,39.7392358
"55842",55842,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",41850,2016,"TULSA, OKLAHOMA",-95.992775,36.1539816
"55843",55843,"CERTIFIED","SLICE, INC.","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",58178,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55844",55844,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT IN-CHARGE","N",58178,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55845",55845,"CERTIFIED","HAPPY DRAGON OF NEW YORK, INC.","ACCOUNTANTS AND AUDITORS","INTERNAL CONTROL SUPERVISOR","N",55370,2016,"CORONA, NEW YORK",-73.8642613,40.7449859
"55846",55846,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",47000,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55847",55847,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55848",55848,"CERTIFIED","EFFECTUS GROUP, LLC","ACCOUNTANTS AND AUDITORS","ASSOCIATE, TECHNICAL ACCOUNTING","N",58178,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"55849",55849,"CERTIFIED","ACCELL GLOBAL RISK SOLUTIONS, INC.","ACCOUNTANTS AND AUDITORS","AUDITOR-RISK SOLUTIONS","N",57304,2016,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
"55850",55850,"CERTIFIED","VERY J INC.","ACCOUNTANTS AND AUDITORS","COST ACCOUNTANT","N",47444.8,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"55851",55851,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE ASSOCIATE","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"55852",55852,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",47965,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"55853",55853,"CERTIFIED","GOLDMAN, SACHS & CO.","ACCOUNTANTS AND AUDITORS","SENIOR ANALYST","N",45822,2016,"IRVING, TEXAS",-96.9488945,32.8140177
"55854",55854,"CERTIFIED","CHEUNG & CHU, CPA, A PROFESSIONAL CORPORATION","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",61880,2016,"WEST COVINA, CALIFORNIA",-117.9389526,34.0686208
"55855",55855,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE MANAGER","Y",70900,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55856",55856,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE ASSOCIATE","N",44138,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
"55857",55857,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",57304,2016,"SAN BRUNO, CALIFORNIA",-122.4110835,37.6304904
"55858",55858,"CERTIFIED","LEROS POINT TO POINT INC","ACCOUNTANTS AND AUDITORS","AUDIT SUPERVISOR","N",55370,2016,"VALHALLA, NEW YORK",-73.7751326,41.0748188
"55859",55859,"CERTIFIED","COPART, INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",45822,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"55860",55860,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR","Y",76066,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55861",55861,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE MANAGER","Y",96741,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55862",55862,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","TAX MANAGER","Y",93746,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"55863",55863,"CERTIFIED","DAVIS AND ELKINS COLLEGE","ACCOUNTANTS AND AUDITORS","ASSISTANT DIRECTOR OF ACCOUNTING","N",34757,2016,"ELKINS, WEST VIRGINIA",NA,NA
"55864",55864,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"55865",55865,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",45822,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"55866",55866,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",54558,2016,"PARSIPPANY, NEW JERSEY",-74.4173877,40.8652865
"55867",55867,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55868",55868,"CERTIFIED","WALTERS &AMP; SKLYAR LLP","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","Y",76294,2016,"WOODLAND HILLS, CALIFORNIA",-118.6089752,34.165357
"55869",55869,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE ASSOCIATE","N",45198,2016,"GREENSBORO, NORTH CAROLINA",-79.7919754,36.0726354
"55870",55870,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"55871",55871,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",49670,2016,"WILMINGTON, DELAWARE",-75.5397878,39.7390721
"55872",55872,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ADVISORY STAFF","N",55474,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"55873",55873,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55874",55874,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE ASSOCIATE","N",45656,2016,"SACRAMENTO, CALIFORNIA",-121.4943996,38.5815719
"55875",55875,"CERTIFIED-WITHDRAWN","TENNENBAUM CAPITAL PARTNERS, LLC","ACCOUNTANTS AND AUDITORS","COMPANY INVESTMENT ACCOUNTANT","N",61880,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
"55876",55876,"CERTIFIED","IBM INDIA PRIVATE LIMITED","ACCOUNTANTS AND AUDITORS","PROJECT MANAGER","N",69846,2016,"ROANOKE, VIRGINIA",-79.9414266,37.2709704
"55877",55877,"CERTIFIED","RAFFA, P.C.","ACCOUNTANTS AND AUDITORS","SENIOR II ACCOUNTANT","Y",71365,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"55878",55878,"CERTIFIED","OKTA, INC.","ACCOUNTANTS AND AUDITORS","SENIOR REVENUE ACCOUNTANT","Y",87838,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"55879",55879,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55880",55880,"CERTIFIED","PROTIVITI INC.","ACCOUNTANTS AND AUDITORS","SENIOR CONSULTANT, IT AUDIT","Y",71365,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"55881",55881,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT MANAGER","Y",70034,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"55882",55882,"CERTIFIED","CDH, P.C.","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",42848,2016,"ITASCA, ILLINOIS",-88.0072909,41.9750287
"55883",55883,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT IN-CHARGE","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55884",55884,"CERTIFIED","ERNST AND YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE MANAGER","N",62962,2016,"FORT SMITH, ARKANSAS",-94.3985475,35.3859242
"55885",55885,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE MANAGER","Y",77600,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55886",55886,"CERTIFIED","URBAN RETAIL PROPERTIES, LLC","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55887",55887,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",51854,2016,"ISELIN, NEW JERSEY",-74.3223703,40.5753817
"55888",55888,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT IN-CHARGE","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"55889",55889,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE SENIOR","Y",71365,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"55890",55890,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR ASSOCIATE","Y",71365,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"55891",55891,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT II","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55892",55892,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",43430,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
"55893",55893,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE MANAGER","Y",96741,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55894",55894,"CERTIFIED","EDUCATION BUSINESS SOLUTIONS, INC. (DBA EDOPS)","ACCOUNTANTS AND AUDITORS","FINANCE SPECIALIST","Y",71365,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"55895",55895,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",46114,2016,"DETROIT, MICHIGAN",-83.0457538,42.331427
"55896",55896,"CERTIFIED","ERGOMOTION, INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",53310,2016,"GOLETA, CALIFORNIA",-119.8276389,34.4358294
"55897",55897,"CERTIFIED","GOLDMAN, SACHS &AMP; CO.","ACCOUNTANTS AND AUDITORS","LEAD SPECIALIST","Y",77400,2016,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
"55898",55898,"CERTIFIED","DR. FRESH LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","Y",89814,2016,"BUENA PARK, CALIFORNIA",-117.9981181,33.8675143
"55899",55899,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR","N",64834,2016,"LINCOLNSHIRE, ILLINOIS",-87.9084039,42.1900249
"55900",55900,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",52478,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"55901",55901,"CERTIFIED","ADAMI LINDSEY &AMP; COMPANY LLP","ACCOUNTANTS AND AUDITORS","AUDIT STAFF","N",37565,2016,"SHERMAN, TEXAS",-96.6088805,33.6356618
"55902",55902,"DENIED","WOON KIM &AMP; ASSOCIATES, PC","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",55473.6,2016,"ANNANDALE, VIRGINIA",-77.1963703,38.8303905
"55903",55903,"CERTIFIED","DELOITTE CONSULTING LLP","ACCOUNTANTS AND AUDITORS","SENIOR CONSULTANT","N",55500,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"55904",55904,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE SENIOR ASSOCIATE","N",61859,2016,"ST. LOUIS, MISSOURI",-90.1994042,38.6270025
"55905",55905,"CERTIFIED","DELOITTE CONSULTING LLP","ACCOUNTANTS AND AUDITORS","SENIOR CONSULTANT","Y",89856,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
"55906",55906,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR","N",62067,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"55907",55907,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR","N",58552,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"55908",55908,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","SENIOR ASSOCIATE","N",57054,2016,"INDIANAPOLIS, INDIANA",-86.158068,39.768403
"55909",55909,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",45822,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"55910",55910,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"55911",55911,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX MANAGER","Y",96741,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55912",55912,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55913",55913,"CERTIFIED","ERNST &AMP; YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",53019,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
"55914",55914,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","SENIOR ASSOCIATE","N",62067,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"55915",55915,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55916",55916,"CERTIFIED","CONDON &AMP; COMPANY","ACCOUNTANTS AND AUDITORS","ACCOUNTANT (TAX)","N",49109,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"55917",55917,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT IN-CHARGE","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55918",55918,"CERTIFIED","THE WOODSON COUNTY COOPERATIVE ASSOCIATION","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",37731,2016,"YATES CENTER, KANSAS",NA,NA
"55919",55919,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","TAX ASSOCIATE","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"55920",55920,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT DATA ANALYTICS ASSOCIATE","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"55921",55921,"CERTIFIED","DELOITTE &AMP; TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",41829,2016,"FORT WORTH, TEXAS",-97.3307658,32.7554883
